imgW equ 32
imgH equ 32
img DB 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31 
 DB 31, 31, 31, 31, 31, 31, 19, 19, 19, 19, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 19, 20, 23 
 DB 23, 20, 19, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 19, 20, 20, 20, 20, 25, 26, 26, 25, 20, 20, 20, 20, 19, 31 
 DB 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 21, 20, 245, 23, 30, 31, 25, 28, 27, 27, 28, 25, 31, 30, 23, 245, 20, 21, 31, 31, 31, 31, 31, 31, 31 
 DB 31, 31, 31, 31, 31, 31, 19, 20, 23, 30, 31, 31, 31, 22, 25, 23, 23, 25, 22, 31, 31, 31, 30, 23, 20, 19, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 19, 245, 28 
 DB 31, 31, 30, 30, 91, 28, 25, 20, 20, 25, 28, 91, 30, 30, 31, 31, 28, 245, 19, 31, 31, 31, 31, 31, 31, 31, 31, 31, 245, 20, 27, 31, 31, 91, 91, 90, 27, 21, 19, 19 
 DB 19, 19, 21, 27, 90, 91, 91, 31, 31, 27, 20, 245, 31, 31, 31, 31, 31, 31, 31, 20, 22, 29, 31, 30, 91, 26, 22, 153, 155, 154, 155, 156, 156, 155, 154, 155, 153, 22, 26, 91 
 DB 30, 31, 29, 22, 20, 31, 31, 31, 31, 19, 20, 24, 28, 24, 25, 90, 20, 134, 134, 131, 57, 57, 57, 57, 57, 57, 57, 57, 131, 134, 134, 20, 90, 25, 24, 28, 24, 20, 19, 31 
 DB 19, 20, 20, 20, 21, 27, 27, 21, 228, 135, 134, 228, 57, 57, 58, 58, 58, 58, 57, 57, 228, 135, 228, 228, 21, 27, 27, 21, 20, 20, 20, 19, 20, 244, 19, 20, 25, 26, 153, 156 
 DB 19, 19, 22, 21, 57, 57, 57, 57, 57, 57, 57, 57, 19, 19, 20, 21, 156, 153, 26, 25, 20, 19, 244, 20, 31, 31, 31, 20, 25, 153, 57, 57, 130, 19, 19, 131, 57, 57, 57, 57 
 DB 57, 57, 57, 57, 131, 19, 245, 20, 57, 57, 153, 25, 20, 31, 31, 31, 31, 31, 31, 20, 20, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57 
 DB 57, 57, 57, 20, 20, 31, 31, 31, 31, 31, 31, 226, 154, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 154, 226, 31, 31, 31 
 DB 31, 31, 31, 31, 129, 57, 57, 57, 57, 57, 57, 57, 57, 156, 129, 154, 130, 153, 57, 57, 57, 57, 57, 57, 57, 57, 57, 129, 31, 31, 31, 31, 31, 31, 31, 31, 20, 24, 57, 57 
 DB 57, 57, 57, 57, 156, 153, 57, 57, 57, 24, 129, 57, 57, 57, 57, 57, 57, 57, 24, 20, 31, 31, 31, 31, 31, 31, 31, 19, 21, 20, 57, 57, 57, 57, 57, 57, 130, 57, 57, 57 
